Electricity
ElectricityByUtility (1),Utility Name,Year,Ag & Water Pump,Commercial Building,Commercial Other,Industry,Mining & Construction,Residential,Streetlight,Total Usage,CA Electric Utility Retail Price ($/kWh),NorCal or Socal,CA Avg Temp (F)
Publicly owned utility,Colton Public Utilities,2005,0.460412,187.007521,13.782346,45.012895,0.920825,95.385000,0.000000,342.568999,0.116,SoCal,58.6
Publicly owned utility,"Corona, City of",2005,4.775248,91.948636,29.544414,8.519726,27.749975,1.207000,0.000000,163.744999,0.116,SoCal,58.6
Publicly owned utility,Department of Water Resources,2005,8283.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8283.310000,0.116,Both,58.6
Publicly owned utility,"Escondido, City of",2005,0.000000,0.000000,0.000000,0.000000,0.000000,0.018000,0.000000,0.018000,0.116,SoCal,58.6
Publicly owned utility,Glendale Water & Power,2005,3.247978,623.342701,20.533994,56.017339,24.857988,371.000000,9.000000,1108.000000,0.116,SoCal,58.6
Publicly owned utility,"Gridley, City of",2005,0.000000,15.732975,0.448140,2.590933,0.066952,13.194000,0.000000,32.033000,0.116,NorCal,58.6
Publicly owned utility,"Healdsburg, City of, Electric Department",2005,0.205804,33.114028,2.450318,7.373251,3.380598,26.045000,0.000000,72.568999,0.116,NorCal,58.6
Publicly owned utility,Imperial Irrigation District,2005,252.934839,1172.159032,145.188581,145.131677,48.585871,1273.000000,10.000000,3047.000000,0.116,SoCal,58.6
Publicly owned utility,"Industry, City of",2005,0.000000,12.595236,0.000000,9.049624,0.291732,0.000000,0.000000,21.936592,0.116,SoCal,58.6
Publicly owned utility,Kirkwood Meadows Public Utility District,2005,0.000000,2.660000,1.900000,0.000000,0.000000,1.350000,0.000000,5.910000,0.116,NorCal,58.6
Publicly owned utility,Lassen Municipal Utility District,2005,2.655967,51.872263,0.000000,0.000000,0.000000,73.068000,0.399770,127.996000,0.116,NorCal,58.6
Investor owned utility,Liberty Utilities,2005,12.527585,214.836274,35.058256,0.207400,3.153651,262.416000,0.417834,528.617000,0.116,SoCal,58.6
Publicly owned utility,Lodi Electric Utility,2005,5.283045,154.806473,9.972246,118.232179,8.819031,153.080000,5.045025,455.237999,0.116,NorCal,58.6
Publicly owned utility,"Lompoc, City of, Electric Division",2005,4.508860,55.670222,5.868627,7.853527,0.723992,59.155000,0.057771,133.837999,0.116,SoCal,58.6
Publicly owned utility,Los Angeles Department of Water and Power,2005,159.602978,10702.775419,1474.729871,2620.658988,189.384059,7959.454198,294.810284,23401.415797,0.116,SoCal,58.6
Publicly owned utility,Merced Irrigation District,2005,1.195958,127.185055,8.775112,180.112984,3.495891,24.459000,0.000000,345.224000,0.116,NorCal,58.6
Publicly owned utility,Metropolitan Water District of Southern California,2005,1837.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1837.220000,0.116,SoCal,58.6
Publicly owned utility,Modesto Irrigation District,2005,89.552826,725.999003,58.233090,682.216223,32.998858,875.000000,20.000000,2484.000000,0.116,NorCal,58.6
Publicly owned utility,"Needles, City of",2005,1.354421,28.934445,2.417892,0.080262,0.912980,28.577000,0.000000,62.277000,0.116,SoCal,58.6
Investor owned utility,Pacific Gas and Electric Company,2005,3690.717095,29875.125313,3978.411724,12394.956560,1654.946795,29895.517260,422.485459,81912.160206,0.116,NorCal,58.6
Investor owned utility,PacifiCorp,2005,105.452803,232.580067,15.006726,86.762848,2.991254,390.980000,2.900303,836.674001,0.116,NorCal,58.6
Publicly owned utility,"Palo Alto, City of, Utilities Department",2005,4.331913,581.172533,20.605530,170.903601,15.950848,161.440000,4.166575,958.571000,0.116,NorCal,58.6
Publicly owned utility,Pasadena Water and Power,2005,0.514836,762.131765,37.087602,25.450371,16.064818,313.470000,16.309608,1171.029000,0.116,SoCal,58.6
Rural electric cooperative,Plumas-Sierra Rural Electric Cooperative,2005,0.891031,68.432583,18.040878,0.858906,0.520602,64.624000,0.000000,153.368000,0.116,NorCal,58.6
Publicly owned utility,Power Enterprise of the San Francisco Public Utilities Commission,2005,184.731948,370.576967,191.705879,5.696794,0.000000,0.000000,30.046412,782.758000,0.116,NorCal,58.6
Publicly owned utility,Redding Electric Utility,2005,18.665157,338.519754,26.427711,14.099657,3.048161,365.392721,3.652353,769.805514,0.116,NorCal,58.6
Publicly owned utility,"Riverside, City of",2005,0.810873,1096.391473,23.707763,157.542346,8.159409,685.000000,17.388137,1989.000001,0.116,SoCal,58.6
Publicly owned utility,Roseville Electric,2005,0.567602,478.819336,38.691099,212.675190,13.652804,409.366000,6.164969,1159.937000,0.116,NorCal,58.6
Publicly owned utility,Sacramento Municipal Utility District,2005,179.264428,4373.005255,497.037077,792.402940,129.835607,4557.059468,75.430105,10604.034880,0.116,NorCal,58.6
Investor owned utility,San Diego Gas and Electric Company,2005,320.901483,8545.815704,1662.770625,1419.330531,203.902545,7095.071696,99.958851,19347.751435,0.116,SoCal,58.6
Self Generator,Self Generation in the BUGL planning area,2005,0.000000,0.210013,0.000000,0.000000,0.000000,0.102842,0.000000,0.312855,0.116,,58.6
Self Generator,Self Generation in the IID planning area,2005,0.002701,0.074427,0.000000,0.000000,0.000000,0.031093,0.000000,0.108221,0.116,,58.6
Self Generator,Self Generation in the LADWP planning area,2005,0.000000,274.569457,0.000000,994.568111,0.000000,5.637239,0.000000,1274.774807,0.116,,58.6
Self Generator,Self Generation in the NCNC planning area,2005,0.018179,3.743112,0.970221,0.035127,0.000000,4.673615,0.000000,9.440254,0.116,,58.6
Self Generator,Self Generation in the OTHER planning area,2005,0.000000,0.000000,0.000000,1.577000,0.000000,0.051683,0.000000,1.628683,0.116,,58.6
Self Generator,Self Generation in the PGE planning area,2005,2.655949,526.382017,36.761776,3127.071964,1596.084509,49.748033,0.000000,5338.704248,0.116,,58.6
Self Generator,Self Generation in the SCE planning area,2005,7.844365,296.639396,323.421788,2922.502206,1267.990831,18.331645,0.000000,4836.730231,0.116,,58.6
Self Generator,Self Generation in the SDGE planning area,2005,1.111184,304.033496,91.738217,185.177383,0.000000,14.509419,0.000000,596.569699,0.116,,58.6
Publicly owned utility,"Shasta Lake, City of",2005,0.000000,11.322163,0.000000,144.871837,0.000000,38.703000,0.000000,194.897000,0.116,NorCal,58.6
Publicly owned utility,Silicon Valley Power,2005,8.264040,925.044386,47.263023,1170.199812,26.228740,228.000000,20.000000,2425.000001,0.116,NorCal,58.6
Investor owned utility,Southern California Edison Company,2005,2704.205041,33002.601234,4369.355933,14833.100653,1984.417139,28888.867000,482.275000,86264.822000,0.116,SoCal,58.6
Rural electric cooperative,Surprise Valley Electrical Corporation,2005,35.899757,6.020429,1.308004,0.052510,1.094623,31.721000,0.050677,76.147000,0.116,NorCal,58.6
Publicly owned utility,Truckee-Donner Public Utility District,2005,8.862326,55.807834,0.984703,0.000000,0.000000,70.072000,0.192137,135.919000,0.116,NorCal,58.6
Joint utility agency,Tuolumne County Public Power Agency,2005,0.000000,19.376873,7.036127,0.000000,0.000000,0.000000,0.000000,26.413000,0.116,NorCal,58.6
Publicly owned utility,Turlock Irrigation District,2005,241.101506,414.755415,49.969532,401.580473,13.598072,674.258349,11.214603,1806.477950,0.116,NorCal,58.6
Publicly owned utility,"Ukiah, City of",2005,0.000000,70.657767,2.273794,1.463100,0.725338,36.774000,0.000000,111.893999,0.116,NorCal,58.6
Western Area Power Agency,USBR WAPA Boulder City Area Parker-Davis,2005,0.000000,0.000000,110.560000,0.000000,0.000000,0.000000,0.000000,110.560000,0.116,Both,58.6
Western Area Power Agency,USBR WAPA Central Valley Project,2005,1490.061042,1002.198364,709.188593,0.000000,0.000000,0.000000,0.000000,3201.447999,0.116,Both,58.6
Rural electric cooperative,Valley Electric Association,2005,6.673000,0.000000,0.000000,0.000000,0.000000,0.123000,0.000000,6.796000,0.116,Both,58.6
Publicly owned utility,"Vernon, City of",2005,0.002447,373.522027,20.619302,742.947896,0.623328,0.139000,0.000000,1137.854000,0.116,SoCal,58.6
Publicly owned utility,Alameda Municipal Power,2006,0.015760,220.580991,7.248912,5.809919,4.738417,139.398000,2.179374,379.971373,0.127,NorCal,58.6
Publicly owned utility,"Anaheim, City of",2006,0.623491,1339.733377,168.392012,490.916477,41.803577,625.185043,1.791299,2668.445276,0.127,SoCal,58.6
Rural electric cooperative,"Anza Electric Cooperative, Inc.",2006,1.340995,10.788005,0.000000,0.000000,0.000000,33.800000,0.000000,45.929000,0.127,SoCal,58.6
Publicly owned utility,Azusa Light and Water,2006,9.288177,79.451436,5.204498,75.582175,1.393714,74.262000,0.000000,245.182000,0.127,SoCal,58.6
Publicly owned utility,"Banning, City of",2006,6.428470,52.558273,2.153372,16.895500,0.149385,72.637000,1.634916,152.456916,0.127,SoCal,58.6
Investor owned utility,Bear Valley Electric Service,2006,0.000000,57.103141,7.439466,0.000000,0.000000,76.545000,0.147393,141.235000,0.127,SoCal,58.6
Publicly owned utility,Biggs Municipal Utilities,2006,0.000000,12.671000,0.000000,0.000000,0.000000,3.390000,0.000000,16.061000,0.127,NorCal,58.6
Publicly owned utility,Burbank Water and Power,2006,0.161266,671.955618,48.238729,100.418399,12.225988,268.000000,10.000000,1111.000000,0.127,SoCal,58.6
Joint utility agency,Calaveras Public Power Agency,2006,10.660000,15.530000,5.050000,0.000000,0.000000,0.000000,0.000000,31.240000,0.127,NorCal,58.6
Publicly owned utility,Colton Public Utilities,2006,0.467006,189.685715,13.979728,45.657539,0.934012,99.024000,0.000000,349.748000,0.127,SoCal,58.6
Publicly owned utility,"Corona, City of",2006,4.965097,95.604225,30.719007,8.858444,28.853227,2.058000,0.000000,171.058000,0.127,SoCal,58.6
Publicly owned utility,Department of Water Resources,2006,9075.438001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9075.438001,0.127,Both,58.6
Publicly owned utility,"Escondido, City of",2006,0.000000,0.000000,0.000000,0.000000,0.000000,0.018000,0.000000,0.018000,0.127,SoCal,58.6
Publicly owned utility,Glendale Water & Power,2006,3.044534,639.554521,22.586197,58.260858,28.553889,381.000000,9.000000,1141.999999,0.127,SoCal,58.6
Publicly owned utility,"Gridley, City of",2006,0.000000,15.313410,0.427441,2.678054,0.061095,14.836000,0.000000,33.316000,0.127,NorCal,58.6
Publicly owned utility,"Healdsburg, City of, Electric Department",2006,0.270182,32.706887,2.601563,8.163972,2.682396,26.763000,0.000000,73.188000,0.127,NorCal,58.6
Publicly owned utility,Imperial Irrigation District,2006,286.518771,1215.380816,156.738369,131.402012,49.960032,1411.999999,11.000000,3262.999999,0.127,SoCal,58.6
Publicly owned utility,"Industry, City of",2006,0.000000,16.887680,0.000077,8.981594,0.789525,0.000000,0.000000,26.658876,0.127,SoCal,58.6
Publicly owned utility,Kirkwood Meadows Public Utility District,2006,0.000000,2.600000,1.850000,0.000000,0.000000,2.450000,0.000000,6.900000,0.127,NorCal,58.6
Publicly owned utility,Lassen Municipal Utility District,2006,2.858636,52.600046,0.000000,0.000000,0.000000,74.115000,0.383318,129.957000,0.127,NorCal,58.6
Investor owned utility,Liberty Utilities,2006,14.134757,219.464469,32.694996,0.630389,8.758959,266.486000,0.420430,542.590000,0.127,SoCal,58.6
Publicly owned utility,Lodi Electric Utility,2006,5.219715,158.621789,11.582548,115.278107,9.385167,159.541000,0.008675,459.637001,0.127,NorCal,58.6
Publicly owned utility,"Lompoc, City of, Electric Division",2006,5.330382,55.284742,6.082010,8.038613,0.636482,59.746000,0.057771,135.176000,0.127,SoCal,58.6
Publicly owned utility,Los Angeles Department of Water and Power,2006,159.517602,10986.207218,1561.143997,2657.085289,183.987755,8466.999999,298.058140,24313.000000,0.127,SoCal,58.6
Publicly owned utility,Merced Irrigation District,2006,1.014660,134.785784,10.366666,187.049459,7.017439,35.018000,0.026992,375.279000,0.127,NorCal,58.6
Publicly owned utility,Metropolitan Water District of Southern California,2006,1232.860000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1232.860000,0.127,SoCal,58.6
Publicly owned utility,Modesto Irrigation District,2006,91.890928,742.489642,54.855968,693.409715,40.353747,903.000000,16.000000,2542.000000,0.127,NorCal,58.6
Publicly owned utility,Moreno Valley Utilities,2006,0.015127,14.123725,0.066267,2.171772,0.833789,0.000000,0.234321,17.445001,0.127,SoCal,58.6
Publicly owned utility,"Needles, City of",2006,1.707021,28.077559,2.778325,0.115521,1.212574,29.595000,0.000000,63.486000,0.127,SoCal,58.6
Investor owned utility,Pacific Gas and Electric Company,2006,4028.200371,30632.174929,4096.936829,12284.348153,1862.672048,31068.224924,427.457858,84400.015112,0.127,NorCal,58.6
Investor owned utility,PacifiCorp,2006,104.859062,246.450598,19.233886,76.419809,3.579808,397.709000,2.952836,851.204999,0.127,NorCal,58.6
Publicly owned utility,"Palo Alto, City of, Utilities Department",2006,3.822593,592.926390,20.330373,168.303116,15.901853,161.203000,3.623675,966.111000,0.127,NorCal,58.6
Publicly owned utility,Pasadena Water and Power,2006,0.528383,776.332291,38.063514,26.120064,15.242974,314.235000,16.738774,1187.261000,0.127,SoCal,58.6
Rural electric cooperative,Plumas-Sierra Rural Electric Cooperative,2006,0.878089,67.438605,17.778835,0.846430,0.513041,63.733000,0.000000,151.188000,0.127,NorCal,58.6
Publicly owned utility,Port of Stockton,2006,0.000600,1.038372,0.877679,0.404812,0.000000,0.000000,0.000000,2.321463,0.127,NorCal,58.6
Publicly owned utility,Power and Water Resource Pooling Authority,2006,272.465025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,272.465025,0.127,NorCal,58.6
Publicly owned utility,Power Enterprise of the San Francisco Public Utilities Commission,2006,171.697617,374.090626,204.194127,6.707630,0.000000,0.000000,29.117001,785.807001,0.127,NorCal,58.6
Publicly owned utility,Rancho Cucamonga Municipal Utility,2006,0.010000,58.060000,0.280000,0.000000,1.310000,0.000000,0.590000,60.250000,0.127,SoCal,58.6
Publicly owned utility,Redding Electric Utility,2006,18.730267,344.302738,28.036560,13.048178,3.442064,387.416490,3.390917,798.367214,0.127,NorCal,58.6
Publicly owned utility,"Riverside, City of",2006,1.031557,1163.984557,22.918833,170.407397,11.071366,747.000000,19.586290,2136.000000,0.127,SoCal,58.6
Publicly owned utility,Roseville Electric,2006,0.594836,505.424310,40.686450,213.605332,15.304011,434.466000,5.820061,1215.901000,0.127,NorCal,58.6
Publicly owned utility,Sacramento Municipal Utility District,2006,186.661917,4387.410094,498.837708,870.441342,130.350670,4742.378114,75.791293,10891.871138,0.127,NorCal,58.6
Investor owned utility,San Diego Gas and Electric Company,2006,348.448100,8865.768574,1667.713301,1418.444726,213.704029,7540.527307,108.676038,20163.282075,0.127,SoCal,58.6
Self Generator,Self Generation in the BUGL planning area,2006,0.000000,2.773638,0.000000,0.000000,0.000000,0.185811,0.000000,2.959449,0.127,,58.6
Self Generator,Self Generation in the IID planning area,2006,0.028727,0.507558,0.205074,0.000000,0.000000,0.291399,0.000000,1.032758,0.127,,58.6
Self Generator,Self Generation in the LADWP planning area,2006,0.000000,241.375859,0.000000,1042.687649,0.000000,6.063609,0.000000,1290.127117,0.127,,58.6
Self Generator,Self Generation in the NCNC planning area,2006,0.018088,4.151985,3.657739,0.109190,0.000000,5.013317,0.000000,12.950319,0.127,,58.6
Self Generator,Self Generation in the OTHER planning area,2006,0.000000,0.000000,0.000000,1.118000,0.000000,0.061559,0.000000,1.179559,0.127,,58.6
Self Generator,Self Generation in the PGE planning area,2006,4.152179,569.152164,46.675642,3244.229856,1570.198148,74.151338,0.000000,5508.559327,0.127,,58.6
Self Generator,Self Generation in the SCE planning area,2006,8.104229,350.096544,304.813293,2747.427651,1371.545692,25.324597,0.000000,4807.312006,0.127,,58.6
Self Generator,Self Generation in the SDGE planning area,2006,1.542691,505.963013,119.572475,186.470206,0.000000,20.175633,0.000000,833.724018,0.127,,58.6
Publicly owned utility,"Shasta Lake, City of",2006,0.000000,11.406798,0.000000,135.739202,0.000000,38.830000,0.000000,185.976000,0.127,NorCal,58.6
Publicly owned utility,Silicon Valley Power,2006,9.777731,1009.152597,53.114599,1251.357489,27.797584,234.500000,20.000000,2605.700000,0.127,NorCal,58.6
Investor owned utility,Southern California Edison Company,2006,3052.443473,34261.423547,4373.987056,14400.470040,1964.586884,30193.508000,482.300000,88728.719000,0.127,SoCal,58.6
Rural electric cooperative,Surprise Valley Electrical Corporation,2006,37.412055,6.203185,1.919358,0.049218,0.903574,32.673000,0.040610,79.201000,0.127,NorCal,58.6
Publicly owned utility,Truckee-Donner Public Utility District,2006,11.267528,59.562624,0.437960,0.000000,0.000000,72.401000,0.238888,143.908000,0.127,NorCal,58.6
Joint utility agency,Tuolumne County Public Power Agency,2006,0.000000,20.308546,6.466454,0.000000,0.000000,0.000000,0.000000,26.775000,0.127,NorCal,58.6
Publicly owned utility,Turlock Irrigation District,2006,268.891971,436.969849,83.780188,410.971539,14.023518,725.548601,11.742604,1951.928270,0.127,NorCal,58.6
Publicly owned utility,"Ukiah, City of",2006,0.000000,72.431818,2.286869,1.485803,0.829510,38.746000,0.000000,115.780000,0.127,NorCal,58.6
Western Area Power Agency,USBR WAPA Boulder City Area Parker-Davis,2006,0.000000,0.000000,110.560000,0.000000,0.000000,0.000000,0.000000,110.560000,0.127,Both,58.6
Western Area Power Agency,USBR WAPA Central Valley Project,2006,1397.372087,945.209753,673.253160,0.000000,0.000000,0.000000,0.000000,3015.835000,0.127,Both,58.6
Rural electric cooperative,Valley Electric Association,2006,6.509000,0.000000,0.000000,0.000000,0.000000,0.122000,0.000000,6.631000,0.127,Both,58.6
Publicly owned utility,"Vernon, City of",2006,0.002499,381.459552,21.057473,758.735902,0.636574,0.154000,0.859897,1162.905897,0.127,SoCal,58.6
Publicly owned utility,Victorville Municipal,2006,0.000000,8.380000,1.920000,15.030000,0.000000,0.000000,0.000000,25.330000,0.127,SoCal,58.6
Publicly owned utility,Alameda Municipal Power,2007,0.019955,191.993363,41.132412,8.426372,5.361897,142.353000,2.179374,391.466373,0.128,NorCal,58.9
Publicly owned utility,"Anaheim, City of",2007,0.719123,1298.485348,167.307168,452.675927,48.833782,616.647018,1.791299,2586.459665,0.128,SoCal,58.9
Rural electric cooperative,"Anza Electric Cooperative, Inc.",2007,1.473160,11.039840,0.000000,0.000000,0.000000,34.891000,0.000000,47.404000,0.128,SoCal,58.9
Publicly owned utility,Azusa Light and Water,2007,8.279178,83.743074,5.664256,76.888017,1.757288,79.129000,0.100188,255.561001,0.128,SoCal,58.9
Publicly owned utility,"Banning, City of",2007,4.613840,54.248926,2.912528,17.320409,0.264117,71.868000,1.665180,152.893000,0.128,SoCal,58.9
Investor owned utility,Bear Valley Electric Service,2007,0.000000,57.047456,6.219156,0.000000,0.000000,76.993000,0.181388,140.441000,0.128,SoCal,58.9
Publicly owned utility,Biggs Municipal Utilities,2007,0.000000,12.472000,0.000000,0.000000,0.000000,4.621000,0.000000,17.093000,0.128,NorCal,58.9
Publicly owned utility,Burbank Water and Power,2007,2.786862,745.660670,37.067089,76.999852,8.485528,285.000000,10.000000,1166.000001,0.128,SoCal,58.9
Joint utility agency,Calaveras Public Power Agency,2007,9.894458,14.550848,4.685946,0.000000,0.000000,0.000000,0.000000,29.131252,0.128,NorCal,58.9
Publicly owned utility,Colton Public Utilities,2007,16.070798,173.131696,7.630077,63.308564,2.930639,102.990000,0.016226,366.078000,0.128,SoCal,58.9
Publicly owned utility,"Corona, City of",2007,4.993272,96.146736,30.893324,8.908711,29.016956,2.695000,0.000000,172.653999,0.128,SoCal,58.9
Publicly owned utility,Department of Water Resources,2007,9956.406553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9956.406553,0.128,Both,58.9
Publicly owned utility,"Escondido, City of",2007,0.000000,0.000000,0.000000,0.000000,0.000000,0.017000,0.000000,0.017000,0.128,SoCal,58.9
Publicly owned utility,Glendale Water & Power,2007,2.854552,637.481226,22.171151,53.889553,35.603518,381.000000,9.000000,1142.000000,0.128,SoCal,58.9
Publicly owned utility,"Gridley, City of",2007,0.000000,15.451623,0.516441,3.434696,0.014240,15.005000,0.000000,34.422000,0.128,NorCal,58.9
Publicly owned utility,"Healdsburg, City of, Electric Department",2007,0.001158,35.387752,2.811282,9.099387,2.137566,27.152000,0.057855,76.647000,0.128,NorCal,58.9
Publicly owned utility,Imperial Irrigation District,2007,323.317726,1278.446418,136.070752,125.555686,42.609417,1440.000000,11.000000,3356.999999,0.128,SoCal,58.9
Publicly owned utility,"Industry, City of",2007,0.000000,21.799014,1.899249,9.060064,0.148303,0.000000,0.000000,32.906630,0.128,SoCal,58.9
Publicly owned utility,Kirkwood Meadows Public Utility District,2007,0.000000,0.000000,5.304613,0.000000,0.000000,2.680476,0.000000,7.985089,0.128,NorCal,58.9
Publicly owned utility,Lassen Municipal Utility District,2007,3.976177,53.225995,0.000000,0.000000,0.000000,73.661000,0.424828,131.288000,0.128,NorCal,58.9
Investor owned utility,Liberty Utilities,2007,15.503811,225.918167,28.127157,0.994496,13.474887,259.971000,0.419482,544.409000,0.128,SoCal,58.9
Publicly owned utility,Lodi Electric Utility,2007,5.654700,154.520534,12.414139,110.892327,15.987812,159.247000,0.024487,458.740999,0.128,NorCal,58.9
Publicly owned utility,"Lompoc, City of, Electric Division",2007,4.072453,57.660300,6.379252,8.719693,0.600531,59.864000,0.057771,137.354000,0.128,SoCal,58.9
Publicly owned utility,Los Angeles Department of Water and Power,2007,174.397025,10949.965808,1557.545615,2738.177346,178.415901,8421.153571,297.635035,24317.290301,0.128,SoCal,58.9
Publicly owned utility,Merced Irrigation District,2007,1.129350,148.402950,9.935445,214.791670,6.503585,41.911000,0.000000,422.674000,0.128,NorCal,58.9
Publicly owned utility,Metropolitan Water District of Southern California,2007,1406.894000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1406.894000,0.128,SoCal,58.9
Publicly owned utility,Modesto Irrigation District,2007,76.790034,743.937293,54.448342,769.446733,30.377598,880.000000,17.000000,2572.000000,0.128,NorCal,58.9
Publicly owned utility,Moreno Valley Utilities,2007,0.026178,24.471726,0.070817,1.310280,0.752634,29.523000,0.065365,56.220000,0.128,SoCal,58.9
Publicly owned utility,"Needles, City of",2007,2.932906,29.251912,2.086177,0.103133,0.777425,26.724000,0.033447,61.909000,0.128,SoCal,58.9
Investor owned utility,Pacific Gas and Electric Company,2007,5227.246828,31378.224615,4324.636631,11903.199743,2094.456598,30718.745955,432.381116,86078.891486,0.128,NorCal,58.9
Investor owned utility,PacifiCorp,2007,92.666935,262.566808,19.988250,93.291948,3.816674,409.359000,3.176386,884.866001,0.128,NorCal,58.9
Publicly owned utility,"Palo Alto, City of, Utilities Department",2007,3.849325,603.640646,11.675624,175.787781,17.146327,162.405000,3.623675,978.128378,0.128,NorCal,58.9
Publicly owned utility,Pasadena Water and Power,2007,0.532595,812.145776,41.537980,29.186637,5.447357,337.905000,16.205655,1242.961000,0.128,SoCal,58.9
Rural electric cooperative,Plumas-Sierra Rural Electric Cooperative,2007,13.270714,64.236177,15.696485,0.723578,0.543046,63.746000,0.000000,158.216000,0.128,NorCal,58.9
Publicly owned utility,Port of Oakland,2007,0.000000,10.538021,42.819943,5.479501,0.000000,0.000000,0.000000,58.837465,0.128,NorCal,58.9
Publicly owned utility,Port of Stockton,2007,0.009000,5.326685,3.527880,1.473172,0.000000,0.000000,0.000000,10.336737,0.128,NorCal,58.9
Publicly owned utility,Power and Water Resource Pooling Authority,2007,435.317513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,435.317513,0.128,NorCal,58.9
Publicly owned utility,Power Enterprise of the San Francisco Public Utilities Commission,2007,40.094044,292.765828,484.756137,9.095438,4.722088,19.867000,28.292465,879.593000,0.128,NorCal,58.9
Publicly owned utility,Rancho Cucamonga Municipal Utility,2007,0.003921,56.225765,0.291394,0.000000,0.767105,0.000000,0.577352,57.865537,0.128,SoCal,58.9
Publicly owned utility,Redding Electric Utility,2007,19.795133,346.128958,28.176945,12.745147,4.040855,378.778429,3.679811,793.345278,0.128,NorCal,58.9
Publicly owned utility,"Riverside, City of",2007,0.744592,1192.382212,30.364517,174.374376,13.539904,730.000000,19.594400,2161.000001,0.128,SoCal,58.9
Publicly owned utility,Roseville Electric,2007,1.560918,524.822135,42.816321,221.668912,18.748975,428.606000,0.458740,1238.682001,0.128,NorCal,58.9
Publicly owned utility,Sacramento Municipal Utility District,2007,209.626140,4408.004326,530.197347,921.583298,136.654970,4630.963145,76.342818,10913.372044,0.128,NorCal,58.9
Investor owned utility,San Diego Gas and Electric Company,2007,364.092157,8990.181447,1714.020301,1370.998227,208.173867,7563.482112,113.762871,20324.710982,0.128,SoCal,58.9
Self Generator,Self Generation in the BUGL planning area,2007,0.000000,2.862101,0.000000,0.000000,0.000000,0.347391,0.000000,3.209492,0.128,,58.9
Self Generator,Self Generation in the IID planning area,2007,0.049045,0.553644,0.381040,0.000000,0.000000,0.548596,0.000000,1.532325,0.128,,58.9
Self Generator,Self Generation in the LADWP planning area,2007,0.000000,236.549591,0.000000,984.330393,0.000000,6.601530,0.000000,1227.481514,0.128,,58.9
Self Generator,Self Generation in the NCNC planning area,2007,0.017998,4.421673,1.554575,0.108644,0.000000,5.735583,0.000000,11.838473,0.128,,58.9
Self Generator,Self Generation in the OTHER planning area,2007,0.000000,0.000000,0.000000,1.416000,0.000000,0.116805,0.000000,1.532805,0.128,,58.9
Self Generator,Self Generation in the PGE planning area,2007,4.720770,611.876407,53.939813,3241.188813,1587.585328,112.113597,0.000000,5611.424728,0.128,,58.9
Self Generator,Self Generation in the SCE planning area,2007,14.024366,422.218893,302.365229,2763.721668,1341.414190,38.416798,0.000000,4882.161144,0.128,,58.9
Self Generator,Self Generation in the SDGE planning area,2007,2.957185,596.000198,113.796901,164.164679,0.000000,27.224577,0.000000,904.143540,0.128,,58.9
Publicly owned utility,"Shasta Lake, City of",2007,0.000000,11.942900,0.000000,140.081100,0.000000,39.452000,0.000000,191.476000,0.128,NorCal,58.9
Publicly owned utility,Silicon Valley Power,2007,2.956424,1232.528706,56.330372,1237.082185,14.802313,243.700000,21.100000,2808.500000,0.128,NorCal,58.9
Investor owned utility,Southern California Edison Company,2007,3356.521145,33847.498860,4462.999307,14716.975005,1996.428683,29943.492000,481.476000,88805.391000,0.128,SoCal,58.9
Rural electric cooperative,Surprise Valley Electrical Corporation,2007,54.822945,7.305963,1.357654,0.016364,0.822690,33.347000,0.063385,97.736001,0.128,NorCal,58.9
Publicly owned utility,Truckee-Donner Public Utility District,2007,7.091985,64.695821,0.477916,0.000000,0.000000,74.010000,0.124278,146.400000,0.128,NorCal,58.9
Joint utility agency,Tuolumne County Public Power Agency,2007,0.000000,19.663749,6.814251,0.000000,0.000000,0.000000,0.000000,26.478000,0.128,NorCal,58.9
Publicly owned utility,Turlock Irrigation District,2007,286.479985,470.309664,89.743287,414.604945,15.598897,691.772717,12.116044,1980.625539,0.128,NorCal,58.9
Publicly owned utility,"Ukiah, City of",2007,0.000000,72.624604,2.390683,1.562599,0.882114,37.501000,0.000000,114.961000,0.128,NorCal,58.9
Western Area Power Agency,USBR WAPA Boulder City Area Parker-Davis,2007,0.000000,0.000000,111.591628,0.000000,0.000000,9.313297,0.000000,120.904925,0.128,Both,58.9
Western Area Power Agency,USBR WAPA Central Valley Project,2007,779.865102,1498.780683,311.458937,0.000000,89.342278,0.000000,0.000000,2679.447000,0.128,Both,58.9
Rural electric cooperative,Valley Electric Association,2007,8.424000,0.000000,0.000000,0.000000,0.000000,0.128000,0.000000,8.552000,0.128,Both,58.9
Publicly owned utility,"Vernon, City of",2007,0.002471,244.796707,24.117648,956.348694,0.625480,0.119000,1.477040,1227.487040,0.128,SoCal,58.9
Publicly owned utility,Victorville Municipal,2007,0.000000,6.472431,4.502667,21.587004,0.000000,0.000000,0.000000,32.562102,0.128,SoCal,58.9
