Electricity
ElectricityByUtility (1),Utility Name,Year,Ag & Water Pump,Commercial Building,Commercial Other,Industry,Mining & Construction,Residential,Streetlight,Total Usage,CA Electric Utility Retail Price ($/kWh),NorCal or Socal,CA Avg Temp (F)
Publicly owned utility,Azusa Light and Water,2011,8.239378,81.300873,11.425931,61.390115,1.728821,74.534000,0.108882,238.728000,0.13,SoCal,57.4
Publicly owned utility,"Banning, City of",2011,11.058444,46.947224,3.654745,9.669819,0.124649,59.635277,1.472841,132.562999,0.13,SoCal,57.4
Investor owned utility,Bear Valley Electric Service,2011,0.037805,57.861665,0.000000,0.000000,0.000000,78.398000,0.231530,136.529000,0.13,SoCal,57.4
Publicly owned utility,Biggs Municipal Utilities,2011,0.000000,0.903515,0.000000,12.175485,0.000000,4.371000,0.000000,17.450000,0.13,NorCal,57.4
Publicly owned utility,Burbank Water and Power,2011,11.909999,575.863812,169.991224,63.301388,3.806748,257.406354,10.000000,1092.279525,0.13,SoCal,57.4
Joint utility agency,Calaveras Public Power Agency,2011,7.583972,15.086275,8.322129,0.000000,0.000000,0.000000,0.000000,30.992376,0.13,NorCal,57.4
Publicly owned utility,Colton Public Utilities,2011,10.454978,137.987822,18.353050,81.951250,1.414422,89.825000,0.029478,340.016000,0.13,SoCal,57.4
Publicly owned utility,"Corona, City of",2011,4.500301,78.616013,25.803691,7.290816,23.370179,2.938000,0.000000,142.519000,0.13,SoCal,57.4
Publicly owned utility,Department of Water Resources,2011,8949.462313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8949.462313,0.13,Both,57.4
Publicly owned utility,"Escondido, City of",2011,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,0.000000,0.006000,0.13,SoCal,57.4
Publicly owned utility,Glendale Water & Power,2011,2.403985,609.529268,14.690041,54.741869,23.634837,371.000000,9.000000,1085.000000,0.13,SoCal,57.4
Publicly owned utility,"Gridley, City of",2011,0.000000,14.430431,0.587549,3.296822,0.020198,14.903000,0.000000,33.238000,0.13,NorCal,57.4
Publicly owned utility,"Healdsburg, City of, Electric Department",2011,0.957745,34.480172,4.194076,6.215195,1.275608,27.834000,0.171203,75.127999,0.13,NorCal,57.4
Publicly owned utility,Hercules Municipal Utility,2011,0.010844,3.966394,3.457584,4.189477,0.061017,4.158231,0.000050,15.843597,0.13,NorCal,57.4
Publicly owned utility,Imperial Irrigation District,2011,281.008529,1121.268647,185.129811,190.104882,68.488132,1428.000000,12.000000,3286.000001,0.13,SoCal,57.4
Publicly owned utility,"Industry, City of",2011,0.183757,25.197168,3.127480,2.596240,0.000000,0.019594,0.000000,31.124239,0.13,SoCal,57.4
Publicly owned utility,Kirkwood Meadows Public Utility District,2011,0.000000,0.000000,0.000000,0.000000,0.000000,2.404485,0.000000,2.404485,0.13,NorCal,57.4
Publicly owned utility,Lassen Municipal Utility District,2011,4.235360,50.591547,0.000000,0.000000,0.000000,73.619000,0.434093,128.880000,0.13,NorCal,57.4
Investor owned utility,Liberty Utilities,2011,10.751684,211.591027,29.394221,1.312576,22.524544,267.783000,0.409947,543.766999,0.13,SoCal,57.4
Publicly owned utility,Lodi Electric Utility,2011,5.063467,138.900731,11.378093,105.437723,16.067245,144.257000,0.026741,421.131000,0.13,NorCal,57.4
Publicly owned utility,"Lompoc, City of, Electric Division",2011,3.672063,49.380047,9.225406,6.111495,3.383218,57.487000,0.057771,129.317000,0.13,SoCal,57.4
Publicly owned utility,Los Angeles Department of Water and Power,2011,52.365438,10297.415093,1902.907356,2272.613418,191.337270,8218.369876,217.398720,23152.407171,0.13,SoCal,57.4
Publicly owned utility,Merced Irrigation District,2011,7.857518,168.213346,5.914225,205.126937,2.480229,50.985000,1.509744,442.086999,0.13,NorCal,57.4
Publicly owned utility,Metropolitan Water District of Southern California,2011,1366.326118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1366.326118,0.13,SoCal,57.4
Publicly owned utility,Modesto Irrigation District,2011,125.042631,731.507774,53.509819,631.678091,26.261685,858.000000,15.999999,2441.999999,0.13,NorCal,57.4
Publicly owned utility,Moreno Valley Utilities,2011,0.055979,61.868508,0.271282,9.712336,0.693277,32.452000,1.218617,106.271999,0.13,SoCal,57.4
Publicly owned utility,"Needles, City of",2011,0.439063,28.199568,3.756597,0.021786,0.307985,22.351000,2.800000,57.875999,0.13,SoCal,57.4
Investor owned utility,Pacific Gas and Electric Company,2011,4660.928271,30657.426431,4258.310809,10668.284184,2426.684877,30943.847427,438.424339,84053.906338,0.13,NorCal,57.4
Investor owned utility,PacifiCorp,2011,99.887437,235.337344,22.430659,44.819145,2.034577,400.728000,3.410837,808.647999,0.13,NorCal,57.4
Publicly owned utility,"Palo Alto, City of, Utilities Department",2011,4.320332,579.589246,18.496533,167.225820,16.080888,160.464000,4.098015,950.274834,0.13,NorCal,57.4
Publicly owned utility,Pasadena Water and Power,2011,17.700020,734.330116,40.368987,27.439853,4.161024,319.999999,15.828000,1159.827999,0.13,SoCal,57.4
Publicly owned utility,"Pittsburg, City of (dba Island Energy on Mare Island)",2011,0.000000,0.000000,0.000000,0.000000,0.000000,1.580052,0.187038,1.767090,0.13,NorCal,57.4
Rural electric cooperative,Plumas-Sierra Rural Electric Cooperative,2011,9.192865,59.486155,18.131169,0.720402,0.373101,59.255000,0.017309,147.176001,0.13,NorCal,57.4
Publicly owned utility,Port of Oakland,2011,0.000000,9.082931,31.511980,4.893422,0.000000,0.000000,0.000000,45.488333,0.13,NorCal,57.4
Publicly owned utility,Port of Stockton,2011,0.002800,7.243874,4.389498,2.106518,0.063967,0.000000,0.000000,13.806657,0.13,NorCal,57.4
Publicly owned utility,Power Enterprise of the San Francisco Public Utilities Commission,2011,56.060275,326.666447,537.578208,16.577075,1.819377,22.646987,28.035618,989.383987,0.13,NorCal,57.4
Publicly owned utility,Rancho Cucamonga Municipal Utility,2011,0.640847,61.816262,0.343689,0.016473,0.404646,0.009815,0.870383,64.102115,0.13,SoCal,57.4
Publicly owned utility,Redding Electric Utility,2011,13.600079,304.085440,27.351615,8.656773,3.520925,375.653000,3.450167,736.317999,0.13,NorCal,57.4
Publicly owned utility,"Riverside, City of",2011,18.500403,1028.542171,60.433949,225.937074,11.980360,680.200000,21.706043,2047.300000,0.13,SoCal,57.4
Publicly owned utility,Roseville Electric,2011,0.679981,502.978588,52.788225,165.809278,17.797053,431.527000,1.808875,1173.389000,0.13,NorCal,57.4
Publicly owned utility,Sacramento Municipal Utility District,2011,189.620232,4150.739546,492.464247,831.046518,117.985621,4600.473346,76.692494,10459.022004,0.13,NorCal,57.4
Investor owned utility,San Diego Gas and Electric Company,2011,321.631035,8620.020828,1757.488367,1229.590717,170.301966,7395.255512,105.899927,19600.188352,0.13,SoCal,57.4
Self Generator,Self Generation in the BUGL planning area,2011,0.000000,6.596465,0.410832,0.000000,0.000000,3.409311,0.000000,10.416608,0.13,,57.4
Self Generator,Self Generation in the IID planning area,2011,1.373823,3.432079,0.909369,0.083538,10.301760,2.945385,0.000000,19.045954,0.13,,57.4
Self Generator,Self Generation in the LADWP planning area,2011,0.000000,324.069416,0.000000,1007.549580,1.720703,37.878863,0.000000,1371.218562,0.13,,57.4
Self Generator,Self Generation in the NCNC planning area,2011,5.416997,17.657673,2.892840,35.185016,0.000000,20.205555,0.000000,81.358081,0.13,,57.4
Self Generator,Self Generation in the OTHER planning area,2011,0.000000,0.408838,0.000727,16.008000,0.000000,0.594728,0.000000,17.012293,0.13,,57.4
Self Generator,Self Generation in the PGE planning area,2011,32.513449,1043.237130,173.687833,3548.646148,1447.629901,403.944381,0.000000,6649.658842,0.13,,57.4
Self Generator,Self Generation in the SCE planning area,2011,22.608699,772.251853,387.513801,2912.133721,1323.826393,178.112416,0.000000,5596.446883,0.13,,57.4
Self Generator,Self Generation in the SDGE planning area,2011,12.051518,641.976889,104.700395,144.528465,0.000000,98.003687,0.000000,1001.260954,0.13,,57.4
Publicly owned utility,"Shasta Lake, City of",2011,0.000000,12.601239,0.000000,138.625761,0.000000,40.088000,0.000000,191.315000,0.13,NorCal,57.4
Publicly owned utility,Silicon Valley Power,2011,0.007828,1407.776231,51.220926,1084.057247,15.037767,242.400000,20.400000,2820.899999,0.13,NorCal,57.4
Investor owned utility,Southern California Edison Company,2011,2846.299572,32457.297856,4403.517176,12360.274382,1844.462246,29379.180719,484.358000,83775.389951,0.13,SoCal,57.4
Rural electric cooperative,Surprise Valley Electrical Corporation,2011,38.441363,6.271195,1.863899,0.062376,0.544652,35.759000,0.053516,82.996001,0.13,NorCal,57.4
Publicly owned utility,Truckee-Donner Public Utility District,2011,7.909823,60.603959,0.465218,0.000000,0.000000,80.536000,0.062139,149.577139,0.13,NorCal,57.4
Joint utility agency,Tuolumne County Public Power Agency,2011,0.000000,18.313310,6.527690,0.000000,0.000000,0.000000,0.000000,24.841000,0.13,NorCal,57.4
Publicly owned utility,Turlock Irrigation District,2011,257.484905,460.687748,90.003118,420.806920,8.885638,693.659288,12.149488,1943.677105,0.13,NorCal,57.4
Publicly owned utility,"Ukiah, City of",2011,0.009559,66.635692,2.721974,1.368543,0.767232,41.158000,0.000000,112.661000,0.13,NorCal,57.4
Western Area Power Agency,USBR WAPA Central Valley Project,2011,794.300190,740.889775,1022.444010,0.000000,177.636025,0.000000,0.000000,2735.270000,0.13,Both,57.4
Rural electric cooperative,Valley Electric Association,2011,8.371000,0.000000,0.000000,0.000000,0.000000,0.122000,0.000000,8.493000,0.13,Both,57.4
Publicly owned utility,"Vernon, City of",2011,0.003302,250.463777,24.068257,868.847043,0.600621,0.176000,1.464160,1145.623160,0.13,SoCal,57.4
Publicly owned utility,Victorville Municipal,2011,0.030452,7.530235,2.678307,61.151994,1.101525,0.000000,0.212593,72.705106,0.13,SoCal,57.4
Publicly owned utility,Alameda Municipal Power,2012,0.326788,175.734294,34.374775,15.632487,5.833187,139.665000,2.220468,373.786999,0.134,NorCal,59.5
Publicly owned utility,"Anaheim, City of",2012,0.414319,1242.767362,156.235788,378.636210,53.533930,604.605015,1.096253,2437.288877,0.134,SoCal,59.5
Rural electric cooperative,"Anza Electric Cooperative, Inc.",2012,12.001000,0.000000,0.000000,0.000000,0.000000,35.415000,0.000000,47.416000,0.134,SoCal,59.5
Publicly owned utility,Azusa Light and Water,2012,7.772083,80.295970,14.342457,55.887648,1.771863,76.356000,0.100980,236.527001,0.134,SoCal,59.5
Publicly owned utility,"Banning, City of",2012,11.629205,49.370321,3.843379,10.168909,0.131083,62.713244,1.548859,139.405000,0.134,SoCal,59.5
Investor owned utility,Bear Valley Electric Service,2012,0.000000,53.283924,0.000000,0.000000,0.000000,74.409000,0.209076,127.902000,0.134,SoCal,59.5
Publicly owned utility,Biggs Municipal Utilities,2012,0.000000,0.974438,0.000000,11.330466,0.000000,4.402578,0.000000,16.707482,0.134,NorCal,59.5
Publicly owned utility,Burbank Water and Power,2012,11.954918,617.328080,176.285499,50.445407,3.784813,272.802985,10.000000,1142.601702,0.134,SoCal,59.5
Joint utility agency,Calaveras Public Power Agency,2012,9.583891,14.686668,6.845947,0.000000,0.000000,0.000000,0.000000,31.116506,0.134,NorCal,59.5
Publicly owned utility,Colton Public Utilities,2012,11.245390,148.987721,17.828442,70.373680,2.164038,98.002000,0.024728,348.625999,0.134,SoCal,59.5
Publicly owned utility,"Corona, City of",2012,2.551023,81.496179,19.561773,8.229158,25.769867,3.286000,0.000000,140.894000,0.134,SoCal,59.5
Publicly owned utility,Department of Water Resources,2012,7691.202607,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7691.202607,0.134,Both,59.5
Publicly owned utility,Glendale Water & Power,2012,0.879383,612.373326,15.006559,61.059589,25.681143,385.000000,9.000000,1109.000000,0.134,SoCal,59.5
Publicly owned utility,"Gridley, City of",2012,0.000000,14.889454,0.570169,3.919823,0.030198,15.473164,0.000000,34.882808,0.134,NorCal,59.5
Publicly owned utility,"Healdsburg, City of, Electric Department",2012,1.124970,33.847365,3.535842,6.894249,1.365054,27.305000,0.036521,74.109001,0.134,NorCal,59.5
Publicly owned utility,Hercules Municipal Utility,2012,0.000244,3.986508,3.906571,4.199869,0.058760,3.883000,0.000048,16.035000,0.134,NorCal,59.5
Publicly owned utility,Imperial Irrigation District,2012,271.533775,1143.200423,186.675848,190.759040,68.830914,1514.000000,12.000000,3387.000000,0.134,SoCal,59.5
Publicly owned utility,"Industry, City of",2012,0.365889,23.823339,2.948602,1.927120,0.000000,0.020380,0.000000,29.085330,0.134,SoCal,59.5
Publicly owned utility,Kirkwood Meadows Public Utility District,2012,0.000000,0.000000,0.000000,0.000000,0.000000,2.836155,0.000000,2.836155,0.134,NorCal,59.5
Publicly owned utility,Lassen Municipal Utility District,2012,7.009893,50.761074,0.000000,0.000000,0.000000,72.867000,0.432032,131.069999,0.134,NorCal,59.5
Investor owned utility,Liberty Utilities,2012,11.190643,211.654740,29.048538,1.316438,22.263939,273.628000,0.406702,549.509000,0.134,SoCal,59.5
Publicly owned utility,Lodi Electric Utility,2012,5.355466,148.326282,11.518594,100.706360,17.617264,152.614000,0.016034,436.154000,0.134,NorCal,59.5
Publicly owned utility,"Lompoc, City of, Electric Division",2012,3.581000,50.643527,9.587553,6.279622,1.837527,56.398000,0.057771,128.385000,0.134,SoCal,59.5
Publicly owned utility,Los Angeles Department of Water and Power,2012,147.123882,10663.393302,1705.744195,2215.104797,230.816659,8453.179080,185.530643,23600.892558,0.134,SoCal,59.5
Publicly owned utility,Merced Irrigation District,2012,5.909171,178.171006,6.031340,199.391171,1.920976,54.865000,1.547336,447.836000,0.134,NorCal,59.5
Publicly owned utility,Metropolitan Water District of Southern California,2012,1435.908752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1435.908752,0.134,SoCal,59.5
Publicly owned utility,Modesto Irrigation District,2012,100.703618,758.368466,54.412529,686.767341,26.748046,865.000000,16.000000,2508.000000,0.134,NorCal,59.5
Publicly owned utility,Moreno Valley Utilities,2012,0.075890,65.012779,0.291419,16.445956,1.003777,37.713000,1.123178,121.665999,0.134,SoCal,59.5
Publicly owned utility,"Needles, City of",2012,1.000311,24.922233,3.472646,0.017011,0.260087,25.580000,2.800000,58.052288,0.134,SoCal,59.5
Investor owned utility,Pacific Gas and Electric Company,2012,6202.674420,31348.407441,4471.271612,10640.632836,2323.273069,31123.499375,432.017863,86541.776616,0.134,NorCal,59.5
Investor owned utility,PacifiCorp,2012,103.854293,230.755328,26.859716,29.071912,2.850947,386.321000,2.947804,782.661000,0.134,NorCal,59.5
Publicly owned utility,"Palo Alto, City of, Utilities Department",2012,3.718678,558.115012,24.837783,172.973300,14.258576,157.905000,3.731015,935.539364,0.134,NorCal,59.5
Publicly owned utility,Pasadena Water and Power,2012,16.062910,699.299988,35.992457,26.393879,4.250766,316.000000,16.113000,1114.113000,0.134,SoCal,59.5
Publicly owned utility,"Pittsburg, City of (dba Island Energy on Mare Island)",2012,0.000843,9.787524,1.194097,3.823440,0.533439,1.594000,0.218544,17.151887,0.134,NorCal,59.5
Rural electric cooperative,Plumas-Sierra Rural Electric Cooperative,2012,13.658635,58.041030,18.185405,0.829289,0.431715,55.779000,0.016926,146.942000,0.134,NorCal,59.5
Publicly owned utility,Port of Oakland,2012,0.000000,9.131103,33.089577,5.060264,0.000000,0.000000,0.000000,47.280944,0.134,NorCal,59.5
Publicly owned utility,Port of Stockton,2012,0.001000,10.149434,4.658170,2.122322,0.021117,0.000000,0.000000,16.952043,0.134,NorCal,59.5
Publicly owned utility,Power Enterprise of the San Francisco Public Utilities Commission,2012,63.771527,332.738701,521.379723,17.340633,3.909549,22.003052,27.357868,988.501053,0.134,NorCal,59.5
Publicly owned utility,Rancho Cucamonga Municipal Utility,2012,0.637460,64.309403,0.509463,0.036910,0.369703,0.000000,0.837322,66.700261,0.134,SoCal,59.5
Publicly owned utility,Redding Electric Utility,2012,13.708890,300.236480,27.825115,7.884537,4.701306,373.421000,3.393671,731.170999,0.134,NorCal,59.5
Publicly owned utility,"Riverside, City of",2012,18.603843,1072.874707,59.548523,262.720379,13.949600,722.400000,21.402949,2171.500001,0.134,SoCal,59.5
Publicly owned utility,Roseville Electric,2012,0.765248,514.034107,53.696730,165.202900,17.904660,444.345000,1.875354,1197.823999,0.134,NorCal,59.5
Publicly owned utility,Sacramento Municipal Utility District,2012,208.551791,4173.062969,497.289425,800.782885,117.884144,4644.221320,77.704482,10519.497016,0.134,NorCal,59.5
Investor owned utility,San Diego Gas and Electric Company,2012,366.544612,8618.858889,1765.595182,1399.298864,172.643287,7587.988713,93.068060,20003.997607,0.134,SoCal,59.5
Self Generator,Self Generation in the BUGL planning area,2012,0.000000,8.626865,0.408778,0.000000,0.000000,4.122433,0.000000,13.158076,0.134,,59.5
Self Generator,Self Generation in the IID planning area,2012,5.646047,9.454988,1.178164,0.083121,10.198742,4.686032,0.000000,31.247094,0.134,,59.5
Self Generator,Self Generation in the LADWP planning area,2012,0.000000,359.538161,0.000000,991.230925,1.703496,53.975903,0.000000,1406.448485,0.134,,59.5
Self Generator,Self Generation in the NCNC planning area,2012,8.459070,34.540074,7.158453,40.215314,0.000000,31.108287,0.000000,121.481198,0.134,,59.5
Self Generator,Self Generation in the OTHER planning area,2012,0.291364,0.501983,0.008168,17.966000,0.000000,1.187699,0.000000,19.955214,0.134,,59.5
Self Generator,Self Generation in the PGE planning area,2012,69.992452,1156.127916,213.530502,3560.001271,1342.474320,522.058925,0.000000,6864.185386,0.134,,59.5
Self Generator,Self Generation in the SCE planning area,2012,25.726775,867.012252,429.255626,2822.197716,1177.161686,290.186006,0.000000,5611.540061,0.134,,59.5
Self Generator,Self Generation in the SDGE planning area,2012,14.488381,640.299544,142.463836,139.914683,0.000000,135.601661,0.000000,1072.768105,0.134,,59.5
Publicly owned utility,"Shasta Lake, City of",2012,0.000000,11.387410,0.000000,130.971590,0.000000,38.942000,0.000000,181.301000,0.134,NorCal,59.5
Publicly owned utility,Silicon Valley Power,2012,0.006560,1438.759720,52.651386,1129.330918,17.951415,244.200000,20.000000,2902.899999,0.134,NorCal,59.5
Investor owned utility,Southern California Edison Company,2012,3186.718270,33421.444305,4433.998789,12581.164082,1808.111393,30563.481185,485.095000,86480.013024,0.134,SoCal,59.5
Rural electric cooperative,Surprise Valley Electrical Corporation,2012,62.517867,5.840067,1.323123,0.057065,0.533114,33.812000,0.052766,104.136002,0.134,NorCal,59.5
Publicly owned utility,Truckee-Donner Public Utility District,2012,8.330245,59.540695,0.489060,0.000000,0.000000,77.162000,0.062139,145.584139,0.134,NorCal,59.5
Joint utility agency,Tuolumne County Public Power Agency,2012,0.000000,18.082680,6.569490,0.000000,0.000000,0.000000,0.000000,24.652170,0.134,NorCal,59.5
Publicly owned utility,Turlock Irrigation District,2012,297.720553,468.145442,98.861393,424.116414,8.726054,713.915457,11.891045,2023.376358,0.134,NorCal,59.5
Publicly owned utility,"Ukiah, City of",2012,0.010092,65.252121,2.545220,1.216268,0.667299,40.958000,0.000000,110.649000,0.134,NorCal,59.5
Western Area Power Agency,USBR WAPA Central Valley Project,2012,761.631884,610.761955,786.622343,0.000000,151.808817,0.000000,0.000000,2310.824999,0.134,Both,59.5
Rural electric cooperative,Valley Electric Association,2012,9.171000,0.000000,0.000000,0.000000,0.000000,0.112000,0.000000,9.283000,0.134,Both,59.5
Publicly owned utility,"Vernon, City of",2012,0.003231,234.444320,21.290167,888.586872,0.632410,0.173000,1.465818,1146.595818,0.134,SoCal,59.5
Publicly owned utility,Victorville Municipal,2012,0.053927,4.462972,5.033570,62.197313,1.775226,0.000000,0.028992,73.552000,0.134,SoCal,59.5
Publicly owned utility,Alameda Municipal Power,2013,0.380018,170.451440,32.709176,15.713930,6.125700,135.924000,2.139735,363.443999,0.129,NorCal,59.3
Publicly owned utility,"Anaheim, City of",2013,0.437342,1220.047036,152.007352,365.766574,58.023026,584.317215,1.096253,2381.694798,0.129,SoCal,59.3
Rural electric cooperative,"Anza Electric Cooperative, Inc.",2013,11.782000,0.000000,0.000000,0.000000,0.000000,36.223000,0.000000,48.005000,0.129,SoCal,59.3
Publicly owned utility,Azusa Light and Water,2013,5.693395,81.879373,16.851957,59.521821,1.780247,81.590000,0.106207,247.423000,0.129,SoCal,59.3
Publicly owned utility,"Banning, City of",2013,11.513418,48.878760,3.805112,10.067662,0.129778,62.088834,1.533438,138.017002,0.129,SoCal,59.3
Investor owned utility,Bear Valley Electric Service,2013,0.000000,56.797311,0.000000,0.000000,0.000000,76.429000,0.211689,133.438000,0.129,SoCal,59.3
Publicly owned utility,Biggs Municipal Utilities,2013,0.000000,0.966566,0.000000,11.448337,0.000000,4.464459,0.000000,16.879362,0.129,NorCal,59.3
Publicly owned utility,Burbank Water and Power,2013,7.897815,591.585004,136.564211,44.951327,3.395448,261.000000,10.000000,1055.393805,0.129,SoCal,59.3
Joint utility agency,Calaveras Public Power Agency,2013,9.966912,15.713354,6.845190,0.000000,0.000000,0.000000,0.000000,32.525456,0.129,NorCal,59.3
Publicly owned utility,Colton Public Utilities,2013,10.450304,154.696016,18.477148,65.861188,2.236271,96.063000,0.025072,347.808999,0.129,SoCal,59.3
Publicly owned utility,"Corona, City of",2013,4.325855,77.129752,27.474738,7.371980,22.341674,3.177000,0.000000,141.820999,0.129,SoCal,59.3
Publicly owned utility,Department of Water Resources,2013,5922.748372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5922.748372,0.129,Both,59.3
Publicly owned utility,Glendale Water & Power,2013,0.782412,596.787094,16.183179,61.436492,25.810823,391.500000,8.999999,1101.499999,0.129,SoCal,59.3
Publicly owned utility,"Gridley, City of",2013,0.000000,15.264696,0.560536,4.006722,0.033783,15.530780,0.000000,35.396517,0.129,NorCal,59.3
Publicly owned utility,"Healdsburg, City of, Electric Department",2013,1.131918,33.677316,3.616748,7.827918,1.222265,27.481000,0.002835,74.960000,0.129,NorCal,59.3
Publicly owned utility,Hercules Municipal Utility,2013,0.000276,3.553870,3.469620,4.353665,0.061519,3.881000,0.000051,15.320001,0.129,NorCal,59.3
Publicly owned utility,Imperial Irrigation District,2013,267.029946,1128.417870,183.238117,191.837386,66.476680,1502.000000,12.000000,3350.999999,0.129,SoCal,59.3
Publicly owned utility,"Industry, City of",2013,0.817653,24.869826,2.932183,1.060220,0.000000,0.028488,0.000000,29.708370,0.129,SoCal,59.3
Publicly owned utility,Kirkwood Meadows Public Utility District,2013,0.000000,0.000000,0.000000,0.000000,0.000000,6.659485,0.000000,6.659485,0.129,NorCal,59.3
Publicly owned utility,Lassen Municipal Utility District,2013,7.056650,50.878396,0.000000,0.000000,0.000000,73.956000,0.435955,132.327001,0.129,NorCal,59.3
Investor owned utility,Liberty Utilities,2013,11.309158,213.662447,29.387353,1.323568,22.453257,281.343000,0.412217,559.891000,0.129,SoCal,59.3
Publicly owned utility,Lodi Electric Utility,2013,4.052210,149.713725,12.057604,102.776607,18.134800,149.613000,0.013054,436.361000,0.129,NorCal,59.3
Publicly owned utility,"Lompoc, City of, Electric Division",2013,3.617715,56.179831,7.994712,6.738840,0.519132,55.028000,0.057771,130.136001,0.129,SoCal,59.3
Publicly owned utility,Los Angeles Department of Water and Power,2013,96.332531,10075.795670,1403.405558,2426.166897,278.904008,8226.693773,138.010000,22645.308437,0.129,SoCal,59.3
Publicly owned utility,Merced Irrigation District,2013,3.011235,190.291162,6.695165,199.804041,1.833012,55.108000,1.313385,458.056000,0.129,NorCal,59.3
Publicly owned utility,Metropolitan Water District of Southern California,2013,1985.457989,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1985.457989,0.129,SoCal,59.3
Publicly owned utility,Modesto Irrigation District,2013,101.433699,752.161426,52.801410,690.457057,33.146408,863.000000,14.999999,2507.999999,0.129,NorCal,59.3
Publicly owned utility,Moreno Valley Utilities,2013,0.077382,66.154355,0.334982,15.968152,2.260365,36.548000,1.274764,122.618000,0.129,SoCal,59.3
Publicly owned utility,"Needles, City of",2013,0.885247,23.707696,9.967451,0.021266,0.224200,25.580000,2.800000,63.185860,0.129,SoCal,59.3
Investor owned utility,Pacific Gas and Electric Company,2013,7147.744940,31422.714129,4443.934364,10505.156943,2059.310250,30786.390512,418.372966,86783.624104,0.129,NorCal,59.3
Investor owned utility,PacifiCorp,2013,120.416812,198.638261,21.051199,58.309269,3.266404,390.347000,2.805055,794.834000,0.129,NorCal,59.3
Publicly owned utility,"Palo Alto, City of, Utilities Department",2013,4.174558,594.457652,34.249796,146.413259,12.972612,157.835000,3.233633,953.336510,0.129,NorCal,59.3
Publicly owned utility,Pasadena Water and Power,2013,17.307230,711.758354,33.237075,27.321899,4.091443,334.179000,15.683000,1143.578001,0.129,SoCal,59.3
Publicly owned utility,"Pittsburg, City of (dba Island Energy on Mare Island)",2013,0.000822,9.409667,1.265873,4.797549,0.311088,1.648000,0.219012,17.652011,0.129,NorCal,59.3
Rural electric cooperative,Plumas-Sierra Rural Electric Cooperative,2013,15.407059,58.624199,17.395418,0.846106,0.480273,58.508000,0.015945,151.277000,0.129,NorCal,59.3
Publicly owned utility,Port of Oakland,2013,0.000000,9.422094,31.858990,4.693805,0.000000,0.000000,0.000000,45.974889,0.129,NorCal,59.3
Publicly owned utility,Port of Stockton,2013,0.002130,11.346442,5.107919,2.614961,0.091182,0.000000,0.000000,19.162634,0.129,NorCal,59.3
Publicly owned utility,Power Enterprise of the San Francisco Public Utilities Commission,2013,59.301454,344.509846,515.080158,20.986453,9.151275,20.366988,27.105814,996.501988,0.129,NorCal,59.3
Publicly owned utility,Rancho Cucamonga Municipal Utility,2013,0.718312,64.928982,0.632588,6.474284,0.214198,0.000000,0.858077,73.826441,0.129,SoCal,59.3
Publicly owned utility,Redding Electric Utility,2013,14.904755,304.466688,27.178389,8.175288,3.674112,374.186000,3.337768,735.923000,0.129,NorCal,59.3
Publicly owned utility,"Riverside, City of",2013,19.508473,1047.383033,51.207091,284.390626,13.039528,703.000000,21.471249,2140.000000,0.129,SoCal,59.3
Publicly owned utility,Roseville Electric,2013,0.786727,507.351601,55.749305,159.820333,17.381881,436.257000,1.879153,1179.226000,0.129,NorCal,59.3
Publicly owned utility,Sacramento Municipal Utility District,2013,217.596545,4198.763579,482.805721,752.767739,123.610767,4634.939060,70.278276,10480.761687,0.129,NorCal,59.3
Investor owned utility,San Diego Gas and Electric Company,2013,365.869091,8591.155424,1817.917531,1397.372140,168.307760,7386.647291,86.591947,19813.861184,0.129,SoCal,59.3
Self Generator,Self Generation in the BUGL planning area,2013,0.000000,10.683465,0.406734,0.000000,0.000000,5.046267,0.000000,16.136466,0.129,,59.3
Self Generator,Self Generation in the IID planning area,2013,6.384239,11.900677,1.172273,0.082705,10.096755,5.899260,0.000000,35.535909,0.129,,59.3
Self Generator,Self Generation in the LADWP planning area,2013,0.000000,358.182467,0.000000,1046.286908,1.686461,78.534933,0.000000,1484.690769,0.129,,59.3
Self Generator,Self Generation in the NCNC planning area,2013,9.600951,56.578008,11.356043,43.712222,0.000000,48.940580,0.000000,170.187804,0.129,,59.3
Self Generator,Self Generation in the OTHER planning area,2013,1.066698,2.050170,0.025542,19.453221,0.000000,1.979535,0.000000,24.575166,0.129,,59.3
Self Generator,Self Generation in the PGE planning area,2013,89.234559,1259.285493,229.196313,3560.952006,1255.986021,709.977093,0.000000,7104.631485,0.129,,59.3
Self Generator,Self Generation in the SCE planning area,2013,44.806147,1078.693960,447.503937,2876.035437,1233.211244,467.711553,0.000000,6147.962278,0.129,,59.3
Self Generator,Self Generation in the SDGE planning area,2013,15.030304,672.078305,250.172048,144.574313,0.204984,202.297701,0.000000,1284.357655,0.129,,59.3
Publicly owned utility,"Shasta Lake, City of",2013,0.000000,11.627019,0.000000,138.577981,0.000000,37.868000,0.000000,188.073000,0.129,NorCal,59.3
